"","UMAP_1","UMAP_2"
"C02087",-2.6558694194107,-3.06942923365467
"C02088",-3.8810743640213,-2.44395692644947
"C02089",-4.13971608383942,1.47726647557384
"C02091",-4.09989588959503,2.64969913663036
"C02092",-4.85151665909576,1.71368889512188
"C02093",-3.3700994799881,-2.24463732539051
"C02094",-3.17316668732452,0.876714393512074
"C02095",-3.5394954036026,2.87167231740123
"C02096",-4.03234427674103,-2.58964093027943
"C02097",-2.90002196533966,2.20298545064098
"C02098",-4.90353053314972,-1.59298212824696
"C02099",-3.74235146744537,2.87688653172619
"C02100",-2.98663514359283,-2.6726570874297
"C02102",0.0495778967590348,-1.55734224615925
"C02103",-3.93623250229645,-2.55243356524342
"C02104",1.84427259610605,-3.74139650164479
"C02106",-4.41840451462555,2.38319580258495
"C02107",-3.08146804077911,0.788349136725727
"C02110",-5.16640847428131,-0.887784197910961
"C02111",-3.29660361511993,-2.33439882098072
"C02112",-1.67402857048797,3.1356183737672
"C02114",-3.46403735382843,-1.19156558810109
"C02115",-4.99424451096344,-1.17589731512898
"C02116",-2.89047759278107,-0.776268973931011
"C02117",-3.38129657013702,-1.04562337694996
"C02118",-4.57683509095001,-1.04024417696827
"C02119",-1.57874911530304,2.98583213986522
"C02120",-1.7448975394516,3.60959307850963
"C02122",-1.99926703675079,3.97513477505809
"C02123",-5.43973057968902,-1.34585650263661
"C02124",-5.03438418610382,-1.07559569178456
"C02125",-0.733627731636046,-4.8334294110381
"C02126",-4.62761729462433,-1.31664307413929
"C02127",-2.82434218628692,0.53867743910915
"C02128",-4.042561943367,-1.25810582934254
"C02129",-1.08797710640716,1.9094483107484
"C02130",-4.82751029236603,-1.723900392636
"C02131",-2.23363202317047,0.58934985102779
"C02132",-3.96219819290924,4.03262655438549
"C02133",-2.5020894358902,-0.253661170586284
"C02134",-3.40147536499786,-1.94054801760548
"C02135",-2.56088298065948,2.77007643880016
"C02136",-4.52383940918732,-1.11075313387745
"C02137",-4.98909371598053,-1.79017026720875
"C02138",-5.18558018906402,-1.35715468226307
"C02139",-3.78982871277618,0.741871759311024
"C02140",-4.18437760575104,-1.21933908758992
"C02141",-3.41997283203888,3.15049712361461
"C02142",-2.39532225830841,-2.49379713831776
"C02144",-1.76604741318512,2.36871592702037
"C02146",-5.15706675751495,-1.70703275500172
"C02147",-3.81248419983673,-1.70194859801167
"C02148",-1.03198545677948,2.00755493344432
"C02149",-2.86237853272247,-0.573741093262371
"C02151",-2.51968138916778,-2.44912417231434
"C02152",-2.35826819641876,-0.00372522509032123
"C02153",-2.06882470352936,2.52067749203807
"C02154",-1.79773395760345,2.02705995740062
"C02155",-1.66643946869659,2.33383028210765
"C02156",-3.32046550019073,-1.73017711935871
"C02157",-0.889901811912535,2.36964909733898
"C02158",-3.40961068375397,-1.20006163416737
"C02159",-2.11048000557709,1.89527396859295
"C02160",-1.95307224495697,1.74132911862499
"C02161",-5.13122122986603,-0.893061175926861
"C02162",-4.10678618653107,-1.90126760302418
"C02164",-1.54786961777496,2.94847671689159
"C02165",-4.99639504654693,-1.89729340372914
"C02166",-3.29124921067047,-1.9026295691573
"C02167",-4.58154910309601,-1.32168193159932
"C02168",-5.36618893845367,-0.0761794522249066
"C02169",-3.63810103638458,2.99486152829296
"C02170",-1.93693059189606,2.10173670949108
"C02171",-3.72423356278229,3.79227320851452
"C02175",-1.06870072586822,-4.29848439989918
"C02177",-2.63942044480133,-0.0166340414279067
"C02178",0.663352673217775,-1.81013150511616
"C02183",-1.61195557816315,0.468202576056782
"C02185",-3.70802252991485,-1.67054827509755
"C02187",-1.6890110324173,0.545984908953968
"C02190",-4.95151942475128,0.148186579362217
"C02191",-5.12728684647369,-0.210949376209911
"C02193",-5.19307034714508,-0.126330234094795
"C02214",-3.90455907089996,3.75163142384655
"C02216",-3.88341611130524,3.7057084292329
"C02219",-3.89075701935577,3.77269785107738
"C02221",-4.98954289658356,-0.209373876436886
"C02226",-3.10097592575836,3.24967186154491
"C02227",-3.51255839569855,4.31853382290966
"C02230",-2.80260174973297,0.561009988204304
"C02231",0.302904431983949,-1.83259923754567
"C02236",-3.64102166397858,-0.580639377220806
"C02237",-3.16369527085113,-2.31782682238453
"C02238",-3.2589024852066,-2.14359958468312
"C02239",-4.06939786179352,-1.75810594855183
"C02240",-2.16489523155975,-1.39376886187428
"C02242",-2.98644631607818,-2.36966307459706
"C02245",-3.62436717255401,-1.8208230286681
"C02246",-4.66656964524078,2.06523387135631
"C02247",-4.5391988108902,1.88967554272777
"C02248",-2.76364987595367,3.4663924425996
"C02249",-2.28670209152984,0.254271134749714
"C02250",-5.03003924591827,-0.150750264509853
"C02252",-4.24998181565094,2.36596123875744
"C02255",-2.70744794113922,-0.937426879986461
"C02256",-3.95639031632233,3.30126492680675
"C02258",-3.23851531250763,-1.54764516650074
"C02259",-1.14842241509247,-4.15103204546803
"C02260",-3.0466541598587,-1.21287770567768
"C02261",-4.65751307709503,0.0723120495832599
"C02262",-4.60221474869537,-1.99459703265065
"C02263",-2.91902964813995,1.48792485894329
"C02265",-3.3368586848526,-2.09444363413685
"C02266",-3.28357880814361,2.64237777890331
"C02267",-4.36320155365753,1.7036709040559
"C02268",-0.397141153648375,-5.26760013399952
"C02269",-0.814151937797545,-4.54338176546925
"C02270",-0.839193279579161,-4.74014432726734
"C02271",-1.07401030762482,-4.77757079897755
"C02272",-0.972367937400816,-4.97324617205494
"C02273",-0.722092087104796,-5.10082586108082
"C02274",-0.791547710731505,-4.48047883807057
"C02275",-0.156287844017027,-4.8175636082732
"C02276",-0.293034727409361,-4.81077821551197
"C02277",-0.12548571331787,-4.98347909746998
"C02278",-0.116136724784849,-4.98584230242604
"C02279",-1.35268538697052,-4.61459310351246
"C02280",-1.0707065413742,-4.8836265355193
"C02281",-0.427987272575377,-4.64066417513722
"C02282",-0.557629997566222,-4.83845098315113
"C02283",-1.27019947274017,-4.76459510622853
"C02284",-1.45566218598175,4.58810512723095
"C02285",-0.996825392082213,-5.13685233889454
"C02286",-1.27185052140045,-4.6450167447173
"C02287",-1.48623698456573,-4.3261633664214
"C02288",-0.500103170707701,-4.77322109042042
"C02290",-4.09464209778595,-0.32151560483807
"C02291",-1.25354355080414,-4.58288343249195
"C02292",-0.448957378700255,-5.14638526736134
"C02293",-0.938684637382506,-5.19594486056202
"C02294",-0.767493421867369,-4.54521138964527
"C02295",-1.39474194748688,4.60225526990062
"C02296",-1.06398742897796,-4.80107887087696
"C02297",-1.39531415207672,4.60963003338939
"C02298",-1.18028252823639,-4.62627656756275
"C02299",-0.85624354584503,-4.79934795199269
"C02301",-0.898299629524229,-4.97266729174488
"C02302",-1.09480851395416,-4.60273893175953
"C02303",0.579554264709474,-4.57415731249684
"C02304",-0.955635959938048,-4.59777505694264
"C02305",-1.21169822914886,-4.69301183520192
"C02306",-0.892427618339537,-4.92524631319874
"C02307",-0.480636293724058,-5.11454446612233
"C02308",-0.534721786811827,-4.91360910235279
"C02309",-0.517308170631407,-4.55857093630665
"C02310",-0.150381142929076,-4.98254592715138
"C02311",-0.856254989936827,-5.1344056874358
"C02312",0.0901389767379777,-4.9682532101714
"C02313",-0.798944647148131,-5.0618582516753
"C02315",-2.07942026360321,4.25849430264599
"C02316",-2.1781615565567,-1.43516452608937
"C02317",-1.31367319329071,-4.45186288653248
"C02318",-0.842783148124693,-5.04598100481861
"C02319",-0.18654733403015,-5.15631635485524
"C02320",2.98957998053742,0.360105142012898
"C02321",-0.297017032936095,-5.11521251498097
"C02322",-1.92607897026825,4.29650776089794
"C02323",-0.585114414527891,-4.6680913716399
"C02325",0.510397737190248,-1.84450025854939
"C02326",-2.93207638962555,-0.29943011699551
"C02327",0.379610364601137,-1.47632856665486
"C02328",0.736515586540224,-2.11476190386647
"C02329",4.61194617049408,-1.31239242850178
"C02330",-2.58499758942413,0.670341119185749
"C02331",4.99535185591889,-1.14453347025746
"C02332",-1.51618712647247,2.78972761334545
"C02335",-2.2064396689682,3.35798041524059
"C02336",-2.2435125659256,1.99680440129406
"C02337",-2.25540250046539,2.48942653836376
"C02338",-2.50345128281402,3.2512144297517
"C02339",-4.93973153336334,-0.571582570656475
"C02340",-0.0731694052963241,-0.984401419743236
"C02342",-4.80051177246857,-0.682614639385875
"C02343",-2.68289130432892,-0.789040818794903
"C02344",-4.51898377640533,-0.319375202044185
"C02346",-1.97361701233673,-2.17149622736805
"C02347",-1.88692849381256,-2.23743660746449
"C02349",1.33790228264046,-4.94754512606495
"C02350",-2.75612824662018,-1.344634726628
"C02351",-4.19441693527985,-1.55899448691243
"C02352",-4.48693125946808,-0.722107961758312
"C02353",-2.16973632080841,-1.21281488238209
"C02354",-1.92766350014496,-2.13487727938527
"C02355",2.61971521870804,-5.27205665408009
"C02356",-3.84549754364776,-0.585926488026317
"C02358",-3.58353942139435,3.65809337796337
"C02359",-5.20169871552276,-0.512908294781383
"C02360",-2.11251919968414,-1.97329254446858
"C02362",-3.27575677140045,-1.60816951094502
"C02363",-1.580479080513,-2.59126050768727
"C02364",-3.00327056153107,-1.00723911820286
"C02365",-2.61710160477447,3.01566044987804
"C02366",-5.29235928757477,-0.291288420542415
"C02367",-3.28702538712311,-0.490569487198528
"C02368",-4.49575608475494,-0.660992816075023
"C02369",-4.71625750763702,-0.406355515106853
"C02370",-1.57473247750091,-3.24307067690724
"C02371",-2.40615838272858,1.38293699921734
"C02372",-5.05749886734772,-0.563939109429058
"C02373",-4.82755606873321,-0.360034391268429
"C02374",-4.50398104889679,-0.35349003969067
"C02375",-1.54176395638275,-2.27627404032582
"C02376",-3.86419528229523,3.78762762250072
"C02377",-0.136610920265196,-1.14571900664204
"C02378",-2.1768040011673,-1.95737095175618
"C02379",-4.89224522812652,-0.23025394974583
"C02380",-1.66560452683258,-0.570896163567241
"C02382",-2.498203689888,3.89559333027965
"C02383",-5.46239464981842,-0.268190741523441
"C02384",-5.6904005358963,-0.475445553644832
"C02385",-5.1395177195816,-0.256008014067348
"C02386",-2.55547326309967,2.794818565265
"C02387",-3.96066277725983,3.88299076260692
"C02388",-2.95708029969024,-1.45321698485249
"C02389",-4.66285746796417,-0.463823899611171
"C02390",-5.53666442139435,-1.06231935320729
"C02391",-5.69618266327667,-0.369535222634014
"C02392",-3.89633172257233,-0.543691113575634
"C02393",-5.62916892273712,-1.09981866179341
"C02394",-5.45724957688141,-0.97565121947163
"C02395",-5.58295863373566,-0.946793630703624
"C02396",-5.53871482117462,0.0183097496784366
"C02397",-4.94311612351227,-0.287171378716167
"C02398",-2.54384129746246,4.03034298123485
"C02399",-5.60103696091461,-0.61292727290028
"C02400",-4.23335164292145,-0.439739391192135
"C02401",-2.52956145508575,-0.995055690392193
"C02402",-2.77137034638214,2.96316210927135
"C02403",-3.06968491776275,-0.516147389992412
"C02404",-5.54495614273834,-0.640636458977398
"C02405",-2.2331308673172,4.20126239956981
"C02406",-2.9463671992569,0.416761681453053
"C02407",2.47239476935578,-5.71345098315113
"C02408",-2.26757424576568,-0.339101836069759
"C02409",-4.19487422211456,-0.833368673905071
"C02410",0.145958488151552,-2.56960518656605
"C02411",1.95662087695313,-5.2288299351775
"C02412",-1.51460879547882,-4.12516076861256
"C02413",2.62441730992508,-5.55503709612721
"C02414",-3.55276387436676,2.34703151883251
"C02415",2.44986600177002,-5.53620250521534
"C02416",2.26162511603546,-5.13262517748707
"C02417",-3.03616612656402,1.68415240944988
"C02418",2.4821903754921,-5.4923010617339
"C02419",2.21043748156738,-5.27684362231129
"C02420",-3.17664616806793,-0.00329852102630965
"C02421",2.29968655602646,-5.11773021517628
"C02422",2.59514117734146,-5.38468606768483
"C02423",2.57758325831604,-5.42807252703541
"C02425",2.45777309434128,-5.41053302584523
"C02426",-2.2974299739151,2.44672624768383
"C02427",-3.78925984604645,-0.667810454949077
"C02428",-3.87097590668487,-0.590854302033123
"C02429",2.10713366167259,-4.57881362734669
"C02430",2.10656902687264,-4.55708797274464
"C02431",2.43660539881897,-5.16634185610646
"C02432",-3.50059693558502,-2.06502969561451
"C02433",2.33576733367157,-5.50054128466481
"C02434",2.43755686776352,-5.57183511553639
"C02435",2.39318818347168,-5.42584665118092
"C02436",2.46508330599976,-5.50207288561695
"C02437",2.34894842402649,-5.06727178393238
"C02438",-4.21578162415314,0.0521283969438709
"C02439",2.58879352109146,-5.69532115755909
"C02440",2.54003203408432,-5.34426839648121
"C02441",2.55604988829804,-5.53452403841847
"C02442",-4.32367318375397,-0.34508492050999
"C02443",2.48235321538162,-5.2361746579253
"C02444",2.45249271886063,-5.21310670672291
"C02445",-4.96122878296661,-1.74069674311512
"C02446",1.8514620562048,0.0570524037039912
"C02447",2.1110703994484,-4.3875065594756
"C02448",2.40875399605942,-5.45626552401417
"C02449",-3.00269215805816,2.72767774762279
"C02451",2.30902398125839,-4.84268529711598
"C02452",-3.81297915680694,2.08996622265941
"C02453",2.10766777889443,-4.32830436526173
"C02454",-0.0796566556243881,-4.96428926287525
"C02455",-2.85935490830231,2.74345628918773
"C02458",2.23528689639282,-5.37626178561085
"C02459",2.58009368674469,-5.66134174166554
"C02460",-2.84021180374908,-1.8530758172118
"C02461",2.54377955691528,-5.61023195086354
"C02462",2.12863377229881,0.121022656575505
"C02463",-2.76142018540191,1.12054221333629
"C02464",-2.56134885056305,3.14916293324596
"C02465",-2.31878703339386,2.9619135111726
"C02466",-2.15202778084564,3.51488034428722
"C02468",-2.57405703766632,3.53355924786693
"C02469",-2.11596267922211,3.38961069287426
"C02470",-1.9331721614151,2.73210017384655
"C02471",1.81319595621538,0.0430775508440173
"C02472",-3.92936461670685,0.588766679183308
"C02473",-1.94757741196441,2.53712169827587
"C02474",1.63777959840012,-0.115554921313461
"C02475",-1.61901396019745,2.72734849156505
"C02476",1.75186912277353,-0.0753382406973206
"C02477",-2.43382304413605,0.904518887416188
"C02478",-3.6464380572586,0.280462935582463
"C02479",-0.675845081642149,0.847560867682759
"C02480",-4.88507884247589,1.90453533829815
"C02482",-4.87299960358429,1.88704232873088
"C02483",-4.04260485871124,3.02726189793712
"C02484",-4.24799531204986,2.86391513051159
"C02485",-4.01734297974396,3.08195392789013
"C02486",-3.80217974884796,3.09055463971264
"C02487",-4.44102662308502,2.32759587468273
"C02488",-4.86935418350983,2.14825861157543
"C02489",1.96316175656033,0.0842255130565799
"C02490",-4.05425255997467,1.0861444920457
"C02491",1.67686568693829,-0.0256506660797559
"C02492",0.285770123168947,-1.19219584761494
"C02493",-3.61276715500641,3.46961538495189
"C02494",-1.78945129616546,2.14064137639171
"C02495",-1.54219859345245,-1.76147647200459
"C02496",-2.35965436203766,-1.38250346480244
"C02497",-1.97606986267853,4.12620060147411
"C02498",-2.77549355728912,-1.27566011248463
"C02500",-1.86407106621551,-1.81671364603871
"C02501",-1.91862481339264,-1.29278202353352
"C02503",4.31526977317047,-0.124657116814788
"C02505",-2.72363942368316,1.79981653393871
"C02507",-2.50597422821808,-1.21719272433155
"C02508",-2.38277667267608,2.07369463147289
"C02509",-1.96771496041107,-1.76423640547627
"C02511",-5.09414666397858,-0.441580489262279
"C02514",-4.14738744004059,-0.904426112755474
"C02515",-1.43931978447723,-2.27612216769093
"C02516",-3.09868663056183,-0.853289678677257
"C02517",2.51057667033386,-0.229971170409855
"C02518",-1.26680701477814,2.71782295407421
"C02519",-2.5664500544815,-1.28274770079487
"C02520",-1.99945252640533,4.07162515820629
"C02521",-2.04414075119781,4.19891731442577
"C02522",-2.66387551529693,3.46384398640758
"C02524",-2.22054594261932,4.0357021540559
"C02525",-3.12005227310943,2.67692844571239
"C02527",-1.60192173226166,-1.2848659306609
"C02529",-4.21399396164703,-0.836306884869274
"C02530",-2.14565652115631,3.60766474904186
"C02531",-3.24324124558258,3.68768016995556
"C02532",-5.35951321823883,-1.08968897162312
"C02533",-3.48481744034576,4.17833416165477
"C02536",6.25885826842499,-0.727821364983257
"C02537",1.38472196953011,-0.341441646202739
"C02538",-3.5709256480484,4.36373226346142
"C02539",4.33200818793488,-1.30208881197804
"C02540",-2.63693850739288,3.5683325976289
"C02542",5.22605306403351,-1.37844319640034
"C02543",-3.27800172074127,4.29200451077587
"C02544",1.89777711527062,0.0949325189150012
"C02545",-4.90602963669586,-1.75203342734211
"C02547",-1.25381534798431,2.78284709157116
"C02548",-1.53942387802887,-2.4526077061736
"C02549",-1.09524601204681,3.057678148166
"C02550",-4.52019923432159,-0.693848267182049
"C02551",-1.89201253159332,-1.85469062624806
"C02552",-2.88947146637726,-2.52132280169361
"C02554",-2.09151571495819,3.32478801907665
"C02555",-1.73256581528473,-2.54974587260121
"C02557",-1.73907774193573,-2.3893957882964
"C02558",-1.67083423836517,-1.69855959711903
"C02559",-1.75322502358246,-2.58496291933888
"C02560",-1.59130590660858,-2.67130430041188
"C02561",-1.82001727326202,-2.7304590493285
"C02563",-1.83704870446014,-2.06028015910023
"C02564",-3.64224427445221,4.06068031491405
"C02565",-2.36387484772491,0.774442896262471
"C02566",-1.63533347351837,3.0450011938966
"C02569",-3.20058387024689,-1.41523917017811
"C02571",-1.97591608269501,3.30632226170665
"C02572",-5.0652899096756,-1.8655132800185
"C02573",-4.45295375092316,-1.35081751643055
"C02574",-1.01799076302337,2.77484671773082
"C02575",-2.33204024536896,-1.84993262587422
"C02576",-3.7870539973526,-1.98373635111683
"C02577",-1.50728743775177,2.91272227467662
